,Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
18925,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18926,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18927,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18928,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,,Low
18929,Girl,16-20,School,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
18930,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,4G,0,No,Mobile,Low
18931,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Low
18932,Girl,16-20,College,Government,No,No,High,,Mobile Data,3G,01-03,No,Mobile,Moderate
18933,Boy,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18934,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
18935,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
18936,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
18937,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
18938,Girl,06-10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
18939,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Low
18940,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18941,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18942,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
18943,Girl,11-15,School,Non Government,,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
18944,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18945,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
18946,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
18947,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18948,Girl,16-20,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
18949,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18950,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
18951,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18952,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18953,Boy,11-15,School,,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18954,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18955,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
18956,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Low
18957,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18958,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
18959,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18960,Boy,16-20,School,Government,No,Yes,Low,Rich,,4G,01-03,No,Mobile,Moderate
18961,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18962,Boy,21-25,University,Non Government,Yes,,,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
18963,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Computer,Moderate
18964,Boy,26-30,University,Non Government,Yes,,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18965,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,,Moderate
18966,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,,Computer,Moderate
18967,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Wifi,3G,01-03,No,Mobile,Moderate
18968,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18969,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
18970,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,01-03,Yes,Computer,Moderate
18971,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
18972,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,Moderate
18973,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Low
18974,Boy,21-25,University,Non Government,Yes,Yes,,Mid,Wifi,4G,01-03,No,Computer,Moderate
18975,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18976,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,01-03,Yes,Mobile,Moderate
18977,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,,Low
18978,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
18979,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
18980,Boy,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Mobile,High
18981,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Low
18982,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18983,Boy,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,,01-03,No,,Moderate
18984,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
18985,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18986,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Low
18987,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18988,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18989,Girl,06-10,School,Non Government,No,Yes,Low,,Mobile Data,3G,01-03,No,Mobile,Low
18990,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18991,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18992,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18993,,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-03,Yes,Computer,High
18994,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18995,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18996,,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18997,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,No,Computer,Moderate
18998,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
18999,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3G,01-03,,Mobile,High
19000,Girl,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19001,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19002,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
19003,Boy,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19004,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
19005,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,,01-03,No,Mobile,Moderate
19006,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
19007,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
19008,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-06,No,Computer,Moderate
19009,Boy,06-10,School,Government,No,No,High,Mid,Mobile Data,2G,0,No,Mobile,Low
19010,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Tab,Moderate
19011,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Tab,High
19012,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
19013,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
19014,Girl,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
19015,Boy,11-15,School,Non Government,No,Yes,,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19016,Boy,21-25,University,Government,No,No,,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19017,Girl,16-20,College,Non Government,No,No,Low,Mid,,4G,01-03,No,Mobile,Low
19018,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
19019,Boy,21-25,University,,Yes,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
19020,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
19021,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
19022,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19023,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
19024,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
19025,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-06,No,Mobile,Low
19026,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Low
19027,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
19028,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,,01-03,No,Mobile,Moderate
19029,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,High
19030,Boy,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
19031,Boy,11-15,School,Non Government,No,Yes,Low,Mid,,4G,01-03,No,Mobile,High
19032,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,01-03,,Mobile,Moderate
19033,Boy,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19034,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
19035,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
19036,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
19037,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,Yes,Computer,High
19038,Girl,21-25,University,Non Government,No,,,Mid,Wifi,4G,01-03,No,Mobile,Moderate
19039,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
19040,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
19041,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
19042,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
19043,Girl,01-05,School,Non Government,,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
19044,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
19045,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
19046,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
19047,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
19048,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,Moderate
19049,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Low
19050,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19051,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
19052,Boy,06-10,School,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
19053,Boy,06-10,School,Government,No,No,High,Mid,Mobile Data,2G,0,No,Mobile,Low
19054,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19055,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19056,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19057,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19058,Boy,16-20,College,Government,No,Yes,Low,,Wifi,3G,01-03,Yes,Mobile,Moderate
19059,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
19060,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
19061,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19062,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
19063,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
19064,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
19065,Girl,21-25,University,Non Government,No,Yes,High,Poor,,4G,03-06,No,Mobile,Low
19066,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Computer,Low
19067,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
19068,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Low
19069,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
19070,Girl,16-20,School,Government,No,No,Low,Rich,Mobile Data,4G,01-03,No,Mobile,High
19071,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
19072,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19073,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Low
19074,Boy,16-20,University,Government,No,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
19075,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
19076,Girl,16-20,College,,No,No,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
19077,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
19078,Girl,11-15,School,Non Government,No,Yes,,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19079,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19080,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,,Mobile,Moderate
19081,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
19082,Girl,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,4G,01-03,,Mobile,Moderate
19083,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
19084,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
19085,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
19086,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
19087,Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,2G,01-03,No,Mobile,Low
19088,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
19089,Girl,,,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
19090,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
19091,Boy,16-20,,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19092,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19093,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
19094,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
19095,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
19096,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
19097,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
19098,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,,No,Mobile,Low
19099,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
19100,Boy,26-30,University,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
19101,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Computer,Low
19102,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
19103,Girl,16-20,College,Government,No,No,,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19104,Girl,16-20,College,Non Government,No,Yes,Low,Mid,,4G,03-06,No,Mobile,Moderate
19105,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,3G,01-03,,Mobile,Low
19106,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,High
19107,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
19108,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
19109,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
19110,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Low
19111,Boy,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
19112,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
19113,Girl,,College,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19114,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-03,No,Mobile,High
19115,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
19116,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
19117,Boy,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
19118,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19119,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
19120,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Computer,Low
19121,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
19122,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19123,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19124,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
19125,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19126,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
19127,Girl,11-15,School,Government,,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
19128,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
19129,Boy,01-05,School,Government,No,No,Low,Mid,Mobile Data,,0,No,Mobile,Low
19130,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19131,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Tab,Moderate
19132,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
19133,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
19134,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
19135,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
19136,Boy,21-25,University,Non Government,,No,Low,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
19137,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,No,Computer,Moderate
19138,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
19139,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
19140,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Computer,High
19141,Boy,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
19142,Boy,21-25,University,Government,No,No,High,Mid,Wifi,4G,0,No,Mobile,Low
19143,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
19144,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Mobile,Moderate
19145,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
19146,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
19147,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,High
19148,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,3G,0,Yes,Mobile,Low
19149,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
19150,Boy,21-25,University,Non Government,Yes,Yes,High,,Wifi,4G,03-06,Yes,Computer,Low
19151,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,,01-03,No,Mobile,High
19152,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19153,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
19154,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,2G,01-03,No,Mobile,Low
19155,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
19156,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
19157,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
19158,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
19159,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
19160,Boy,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
19161,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,,Mobile,Low
19162,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,,Moderate
19163,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
19164,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
19165,Boy,11-15,,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
19166,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
19167,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
19168,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
19169,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,4G,01-03,,Mobile,Low
19170,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,High
19171,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,3G,03-06,,Mobile,Moderate
19172,Boy,21-25,University,Non Government,,Yes,Low,Rich,Wifi,4G,03-06,No,Mobile,Low
