,Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
18666,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
18667,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Computer,High
18668,Boy,21-25,University,Non Government,,Yes,Low,Mid,Wifi,3G,03-06,Yes,Computer,Low
18669,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18670,Boy,16-20,College,Government,Yes,No,Low,Rich,Wifi,4G,0,No,Mobile,Low
18671,Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
18672,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
18673,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
18674,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18675,Girl,01-05,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,Yes,Mobile,Low
18676,Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
18677,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Tab,Moderate
18678,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
18679,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18680,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
18681,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,High
18682,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
18683,Boy,11-15,School,Non Government,No,Yes,Low,,Mobile Data,3G,01-03,No,Mobile,Moderate
18684,Boy,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18685,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
18686,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18687,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
18688,Boy,21-25,University,Government,No,No,High,Mid,Wifi,4G,0,No,Mobile,Low
18689,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
18690,Girl,06-10,School,Non Government,No,Yes,Low,Poor,,3G,01-03,No,Mobile,High
18691,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18692,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
18693,Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
18694,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,High
18695,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
18696,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
18697,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
18698,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18699,Boy,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
18700,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Computer,Low
18701,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18702,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,High
18703,Boy,06-10,School,,No,Yes,Low,Rich,Wifi,4G,03-06,No,Mobile,High
18704,Boy,26-30,University,,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18705,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
18706,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
18707,Girl,21-25,University,,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18708,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18709,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,3G,0,Yes,Mobile,Low
18710,Boy,11-15,School,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18711,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
18712,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18713,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18714,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
18715,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,High
18716,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18717,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18718,Girl,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
18719,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18720,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
18721,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
18722,Boy,26-30,University,Government,Yes,No,,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18723,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,High
18724,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18725,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18726,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,,01-03,No,Mobile,Moderate
18727,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
18728,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
18729,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,03-06,Yes,Computer,Low
18730,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
18731,Boy,11-15,,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,High
18732,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18733,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18734,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
18735,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18736,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18737,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18738,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18739,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18740,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,03-06,,Mobile,Moderate
18741,Boy,11-15,,Non Government,No,Yes,Low,Mid,Wifi,4G,,No,Mobile,Low
18742,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
18743,Boy,26-30,University,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Computer,Low
18744,Boy,11-15,School,Non Government,No,Yes,Low,Rich,,3G,01-03,No,Mobile,Moderate
18745,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18746,Girl,21-25,University,Government,No,No,Low,Mid,Wifi,4G,,No,Mobile,Low
18747,Girl,16-20,School,Non Government,No,,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18748,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18749,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
18750,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
18751,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
18752,Boy,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
18753,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,,No,Mobile,Moderate
18754,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18755,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Low
18756,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,High
18757,,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18758,Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
18759,Boy,11-15,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
18760,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18761,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18762,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-06,No,,Low
18763,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18764,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-03,Yes,Computer,High
18765,Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
18766,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18767,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
18768,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18769,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
18770,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
18771,Girl,06-10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
18772,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Computer,Low
18773,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18774,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18775,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18776,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
18777,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18778,Girl,01-05,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,Yes,Mobile,Low
18779,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
18780,,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,01-03,Yes,Computer,Moderate
18781,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,,Moderate
18782,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18783,Boy,21-25,University,Non Government,No,Yes,High,,Mobile Data,3G,01-03,,Mobile,Moderate
18784,Boy,16-20,College,Government,,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18785,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18786,Boy,21-25,College,Government,Yes,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
18787,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,Yes,Mobile,Low
18788,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18789,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
18790,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
18791,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-03,No,Mobile,High
18792,Girl,26-30,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
18793,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18794,Boy,21-25,University,Government,,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
18795,Girl,01-05,,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18796,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18797,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,03-06,Yes,Mobile,Moderate
18798,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
18799,Girl,16-20,College,Non Government,No,Yes,High,,Wifi,4G,01-03,No,Mobile,Low
18800,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,,01-03,No,Mobile,Moderate
18801,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
18802,Girl,,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18803,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
18804,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18805,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Mobile,Moderate
18806,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
18807,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18808,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-03,Yes,Computer,High
18809,Girl,01-05,School,Non Government,No,Yes,Low,,Mobile Data,,01-03,No,Mobile,Moderate
18810,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
18811,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
18812,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18813,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18814,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
18815,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Tab,Moderate
18816,Boy,11-15,School,Non Government,Yes,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18817,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18818,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18819,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18820,Boy,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
18821,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
18822,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18823,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,High
18824,Boy,,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,03-06,Yes,Mobile,Moderate
18825,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18826,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
18827,Boy,11-15,School,Non Government,No,Yes,High,Mid,,4G,01-03,No,Mobile,Moderate
18828,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18829,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,2G,03-06,No,Mobile,Moderate
18830,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,,Low
18831,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Computer,Moderate
18832,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Low
18833,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18834,Boy,21-25,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
18835,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18836,Girl,21-25,University,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18837,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
18838,Girl,16-20,University,Non Government,Yes,,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18839,Boy,21-25,University,Non Government,,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18840,Boy,11-15,School,Non Government,No,,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18841,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
18842,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18843,Boy,16-20,College,Government,Yes,Yes,Low,,Wifi,4G,0,No,Mobile,Moderate
18844,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,High
18845,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18846,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
18847,Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,2G,03-06,Yes,Tab,Low
18848,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
18849,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-06,No,Mobile,Low
18850,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
18851,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18852,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
18853,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
18854,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18855,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
18856,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18857,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
18858,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18859,Boy,21-25,University,Non Government,No,No,Low,Poor,Mobile Data,4G,01-03,Yes,Mobile,Low
18860,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18861,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
18862,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18863,Boy,06-10,School,Non Government,No,Yes,,Rich,Wifi,4G,03-06,No,Mobile,High
18864,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
18865,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Low
18866,Boy,,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18867,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
18868,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
18869,Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,4G,01-03,No,Mobile,Low
18870,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18871,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,Mobile,Moderate
18872,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
18873,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18874,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
18875,,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18876,Boy,11-15,,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18877,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Computer,Low
18878,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18879,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Low
18880,,06-10,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
18881,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
18882,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18883,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
18884,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18885,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Computer,High
18886,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
18887,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
18888,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18889,Boy,11-15,School,Non Government,No,Yes,Low,,Mobile Data,3G,01-03,No,Mobile,High
18890,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18891,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,Moderate
18892,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,,Mobile,Low
18893,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,,Mobile,Low
18894,Boy,11-15,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
18895,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18896,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,,Mobile,Moderate
18897,Boy,11-15,,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
18898,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
18899,Girl,16-20,University,Non Government,Yes,,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18900,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18901,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
18902,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,01-03,Yes,Computer,Moderate
18903,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
18904,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,,Mobile,Moderate
18905,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,01-03,No,Mobile,Low
18906,Boy,11-15,School,Non Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
18907,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18908,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18909,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Computer,Low
18910,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
18911,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
18912,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
18913,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18914,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
18915,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
18916,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,High
18917,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
18918,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Computer,Moderate
18919,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
18920,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
18921,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
18922,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
18923,Girl,06-10,School,Non Government,,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,High
18924,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
